Start Time,End Time,Sentence,Translation,Emotion
"00:33:17,000","00:33:20,960","Wij zijn veruist, meneer Vissen, waarom?","We're fists, Mr. Fish, why?",fear
"00:33:20,960","00:33:23,600",Omdat ik het feestelijk in mijn rug had.,Because I had a party in my back.,surprise
"00:33:23,640","00:33:26,440",En de feest op te heren kwam ik hier aan het doen.,And the party to gentlemen I came here to do.,neutral
"00:33:26,480","00:33:27,680",Ik kon het niet doen.,I couldn't do it.,fear
"00:33:27,720","00:33:28,480",He?,Huh?,neutral
"00:33:28,520","00:33:29,480",Ik kon het niet doen.,I couldn't do it.,fear
"00:33:29,520","00:33:30,840","Nee, plusboven din?","No, plus dinner?",neutral
"00:33:30,880","00:33:32,040",Dat zijn we wat eruit.,That's what we figured out.,neutral
"00:33:32,080","00:33:34,320",Ik kon het plusboven din.,I could do it plus up dinner.,neutral
"00:33:34,360","00:33:38,040",In 2021 had ik wel voet geopende.,I'd have opened foot in,neutral
"00:33:38,080","00:33:39,480",Ik kon het niet doen.,I couldn't do it.,fear
"00:33:39,520","00:33:43,320",In 2022 had ik wel andere voet.,I had a different foot when I was a kid.,neutral
"00:33:43,360","00:33:44,960",En nu ben ik in mijn...,And now I'm in my...,neutral
"00:33:45,000","00:33:46,320",Zou u naar mij willen luisteren?,"Would you listen to me, please?",neutral
"00:33:46,360","00:33:47,360",Ja.,Yeah.,neutral
"00:33:47,400","00:33:48,560",Ik heb mij al drukker gezegd.,I've already told myself more busy.,neutral
"00:33:48,600","00:33:49,560",Ik kon het niet.,I couldn't.,fear
"00:33:49,600","00:33:50,400",Nee.,No.,neutral
"00:33:50,400","00:33:51,400",Ik ga maar door.,I'll keep going.,neutral
"00:33:52,440","00:33:53,840",Het zelf te vertellen.,Tell it yourself.,neutral
"00:33:53,880","00:33:56,080","Ja, maar daar moeten we over hebben.","Yeah, but that's what we need to talk about.",neutral
"00:33:56,120","00:33:58,480",Wat staat er in de laatste notussen?,What does the last one say?,neutral
"00:33:58,520","00:33:59,760",Waar je als bestuur hebt?,Where you run?,neutral
"00:33:59,800","00:34:00,840",Wat moet ik in mijn vrouw?,What am I supposed to do in my wife?,neutral
"00:34:00,880","00:34:02,280",Dat is een niet op panden.,That's a not on buildings.,neutral
"00:34:02,320","00:34:03,760",Ik ga daar stonden.,I'm gonna go stand over there.,neutral
"00:34:03,800","00:34:05,120",Ik zeg het nog één keer.,I'll say it one more time.,neutral
"00:34:05,160","00:34:06,480",Ik zeg het nog één keer.,I'll say it one more time.,neutral
"00:34:06,520","00:34:07,520",Ik geloof u.,I believe you.,neutral
"00:34:07,560","00:34:08,560",Ja.,Yeah.,neutral
"00:34:08,600","00:34:09,800",Dus...,So...,neutral
"00:34:09,840","00:34:10,840",Nou.,Well.,neutral
"00:34:10,880","00:34:12,600",En die foto revered?,What about the photo revered?,neutral
"00:34:12,640","00:34:17,120","Ik foto's daarvan via de situaties, de bestalbe situaties.","I'm taking pictures of them through the situations, the bestalbe situations.",neutral
"00:34:17,120","00:34:20,640",Daar zijn twee leven zoeken blijven uit ons leven.,There's two life-hunting out of our lives.,disgust
"00:34:20,680","00:34:25,240",Blijf van huis 15 inclusief per keerplaats af.,"Don't touch house 15, including a turn-off.",neutral
"00:34:25,280","00:34:27,400",Zoek een leven.,Find a life.,neutral
"00:34:27,440","00:34:29,200",Neem een puzzleboekje er gaat zitten.,Take a puzzle book and sit down.,neutral
"00:34:29,240","00:34:31,200",Dan zie je niks wat er buiten gebeurt.,Then you can't see what's going on outside.,fear
"00:34:31,240","00:34:32,200",Doe ik zo vaak.,I do it all the time.,neutral
"00:34:32,240","00:34:35,280",Het interesseert me niks wat op die per keerplaats gebeurt.,I don't give a shit what happens on that turnout.,fear
"00:34:35,320","00:34:37,400",Laat iedereen ze gang gaan.,"All right, let's go. Let's go! Let's go! Let's go! Let's go! Let's go! Let's go! Let's go! Let's go!",surprise
"00:34:37,440","00:34:41,480","Maar nee, mijn vrouw Duizer is per keerwacht geworden.","But no, my wife, Duizer, has been watched at once.",fear
"00:34:41,520","00:34:43,200",En fotograaf.,And photographer.,neutral
"00:34:43,240","00:34:44,440",En trijteraar.,And a warrior.,happiness
"00:34:44,440","00:34:48,240",Maar laat ons met rust meer vragen ik niet.,"But leave us alone, I won't ask.",surprise
"00:34:48,280","00:34:49,280",Goed.,All right.,surprise
"00:34:49,320","00:34:51,120",Dat sluit ik de horecenting.,That's what I'm gonna close the hearing.,neutral
"00:34:51,160","00:34:54,080",Ik ga over deze zaak na en na denken.,I'm gonna think about this case and think about it.,neutral
"00:34:54,120","00:34:59,000","Want bal, omdat het een enorm toestand is geworden in Milz,","Because ball, because it's become a huge state in Milz,",fear
"00:34:59,040","00:35:00,760",hebben we ook nog te maken met regels.,We're also dealing with rules.,neutral
"00:35:00,800","00:35:03,320",En daar ben ik ook voor om die toet te passen.,And that's what I'm here for.,surprise
"00:35:03,360","00:35:07,000",Dan kom ik straks bij terug en dan zal ik u zeggen hoe het juridie zit.,Then I'll come back to you later and tell you how the juridie is.,neutral
"00:35:07,040","00:35:08,440","Ja, dank je wel.","Yes, thank you.",surprise
"00:35:08,480","00:35:10,280",APPLAUS.,"Oh, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah.......................................................................................................................................................................................................................................................................................................................................................................................................",surprise
"00:35:15,440","00:35:17,440",Ik kom voor berechten op.,I'm standing up for justice.,neutral
"00:35:17,480","00:35:21,480",Ik lees mijn papier goed en ik kom voor berechten op die gek.,"I'm reading my paper right, and I'm here to try this madman.",surprise
"00:35:22,520","00:35:25,560",Ze moet gewoon ophouden met dat eeuwige gezeur.,She just needs to stop whining forever.,happiness
"00:35:25,600","00:35:29,520",We staan echt helemaal niemand in de weg en het is gewoon een zeerkaus.,"We're really not in anybody's way, and it's just a sarcasm.",happiness
"00:35:29,560","00:35:31,560",Jouwtuig niet.,Not yours.,neutral
"00:35:31,600","00:35:34,760",Ik zou bijna zeggen waar hou je de energie vandaan?,I'd almost say where do you keep the energy from?,neutral
"00:35:34,800","00:35:39,760",Ik heb het idee dat het eigenlijk helemaal niet meer gaat om auto's pakkeeren.,I feel like it's not really about picking up cars anymore.,fear
"00:35:39,800","00:35:44,400",Of om wat een ook maar dat er een type liggende motivatie in te gaan.,Or to go into anything but that kind of motivation.,fear
"00:35:44,440","00:35:46,440",Dat is om dit te doen.,That's to do this.,neutral
"00:35:46,480","00:35:49,360","Dat is niet waar, dat is hebben op die wereld.","That's not true, that's having in that world.",happiness
"00:35:49,400","00:35:50,400",Ik ben hier niet meer.,I'm not here anymore.,fear
"00:35:50,440","00:35:52,800",Ik ben er nu rechtzaak aan dat ik overlast geef.,I'm in the middle of a lawsuit now. I'm in the middle of a nuisance situation.,happiness
"00:35:52,840","00:35:54,560",Wij karen je er overlast.,We're bothering you.,happiness
"00:35:54,600","00:35:56,400",Zij geef overlast.,She's a nuisance.,happiness
"00:35:56,440","00:36:00,560",En daarvoor ik het onnereel ik mijn doen ze procesavond in de jaar.,"And before that, I unnerve my doing my trial night every year.",fear
"00:36:00,600","00:36:03,240",Maar het is echt voor mij genoeg.,But it's really enough for me.,neutral
"00:36:03,280","00:36:05,440",Zij geef wel overlast.,She'll be a nuisance.,happiness
"00:36:06,440","00:36:14,400","Nou, heb jij het vertrouwen dat het gesuurt zal stoppen als die uitstags geweest is?","Well, do you have the confidence that it'll stop severing after that staggering?",neutral
"00:36:14,440","00:36:22,400","Als er een hele hoge dwangsom op komt, dan hoop ik echt dat ze zich in gaat houden.","If there's a very high parole fee, I really hope she's gonna hold back.",surprise
"00:36:22,440","00:36:25,440",Noem een paar minuutjes en dan is ie eruit.,Name a few minutes and he'll be out.,neutral
"00:36:29,960","00:36:30,960",Namens de nieren.,On behalf of the kidneys.,neutral
"00:36:31,000","00:36:33,120","Na een lange, emotionele dag.","After a long, emotional day.",surprise
"00:36:33,160","00:36:37,920",Waarop we maar weer eens hebben gezien dat pakkeeren naast suurstof water en voedsel.,Which we've once again seen is that packets are next to estuary water and food.,fear
"00:36:37,960","00:36:40,560",De grok echt één van de eerste levensboefde is.,The cave really is one of the first life crooks.,surprise
"00:36:40,600","00:36:43,560",Zijn we eigenlijk toegekomen aan de uitspraak in de grote vraag is.,Have we actually come to the conclusion in the big question.,neutral
"00:36:43,560","00:36:47,880",Hoe gaat het meeste vissen de rust terugbrengen op het pakkeer te ruien?,How's most fish gonna bring peace and quiet to the pitching?,neutral
"00:36:47,920","00:36:52,200",Mogen de camper en de dubbelge pakkeerde auto's gewoon blijven staan?,Can the RV and the double-packed cars just stand there?,neutral
"00:36:52,240","00:36:53,480",Of toch niet.,Or not.,neutral
"00:36:53,520","00:36:56,680",Ik wil u vragen voor ze vrij mogelijk uiteraard om allemaal te gaan staan.,"I'd like to ask you to stand before them, quite possibly, of course.",neutral
"00:36:56,720","00:36:59,520",Want onze jurienische pakkeerwachter is er klaar voor.,'Cause our jurienic suitor's ready.,surprise
"00:36:59,560","00:37:01,720",Hier is meester Frank Visser.,Here's Master Frank Fisher.,neutral
"00:37:06,240","00:37:07,720",Gaat u zitten?,Would you like to sit down?,neutral
"00:37:08,720","00:37:12,720",Uitspraak in de zaak van Tony tegen Olga.,Judgement in the Tony v. Olga case.,neutral
"00:37:12,760","00:37:17,720",Regels zijn regels en er heeft Tony groot gelijk in.,"Rules are rules, and Tony's right about them.",surprise
"00:37:17,760","00:37:20,720",Maar wat zijn die regels dan?,But what are the rules?,neutral
"00:37:20,760","00:37:27,720",Volgens het huishoudelijk reglement mag alleen binnen de pakkeervaken worden gepakkeerd.,"According to the domestic regulations, only the packing boxes may be packed.",neutral
"00:37:27,760","00:37:31,720",En dus niet geheel of gedeelterlijk er buiten.,And so not entirely or partially outside.,neutral
"00:37:31,760","00:37:33,720",Echter.,However.,neutral
"00:37:33,760","00:37:35,720",Gelderal uitzonderingen.,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",neutral
"00:37:36,720","00:37:40,720","Volgens datzelfde huishoudelijk reglement, want als kortzamer gevat,","In accordance with the same Rules of Procedure, for as short-lived,",neutral
"00:37:40,760","00:37:49,720","alle algemeen pakkeerplaatsen zijn bezet, dan mag je de auto volgens het huishoudelijk reglement,","All general packing places are occupied, then you may use the car in accordance with the domestic regulations,",neutral
"00:37:49,760","00:37:52,720",kortstondig buiten de vakke pakkeeren.,short-lived outside of the usual prowess.,neutral
"00:37:52,760","00:37:54,720",Zo was het niet gebeurd.,It wouldn't have happened that way.,fear
"00:37:54,760","00:37:56,720","Dat zijn de regels, Tony.","Those are the rules, Tony.",neutral
"00:37:56,760","00:38:03,720","Dat zelfde geld voor de camper, die mag normaal gesproken niet tot buiten de eigen pakkeerplaats worden ingezet.","Same amount for the RV, which should not normally be deployed until outside its own packing place.",happiness
"00:38:03,720","00:38:08,720","Maar een redelijke uitleg van het huishoudelijk reglement, rechtvaardigde oorier,","But a reasonable explanation of the Rules of Procedure, which are justified,",neutral
"00:38:08,760","00:38:13,720",een kortstondige uitzondering om te laden te lossen en schoon te maken.,a short-term exception to unload and clean.,neutral
"00:38:13,760","00:38:19,720",Hiermee is de juridische kwestie van het pakkeerre denk ik opgelost.,"This, in my view, resolves the legal issue of the package.",surprise
"00:38:19,760","00:38:24,720",Maar wat blijft is de onderlinge bejegening.,But what remains is mutual treatment.,neutral
"00:38:24,760","00:38:32,720",Wevraat Tony heeft zich vastgebeten in een onrecht dat haar kennelijk jaar hergeleden is aangedan.,Wevrat Tony has bitten herself into an injustice that has apparently been re-exposed to her for a year.,fear
"00:38:33,720","00:38:40,720","Maar dat uitzeg nu in onaan genaan en klaargerig gedrag tegen Oogha en haar gezin,","But now, with all due respect, this proclamation is happening in unheard of and ready-to-be behavior towards Oogha and her family,",happiness
"00:38:40,760","00:38:46,720","die met die iedere kwestie niks van doen hebben gehad, dan moet Tony mee ophouden.","Whoever didn't have anything to do with any issue, Tony has to stop.",happiness
"00:38:46,760","00:38:51,720",Ze moet zich voortaan alleen nog met haar eigen zaken bemoeien.,"From now on, all she has to do is mind her own business.",happiness
"00:38:51,760","00:38:54,720","Dat geldt sowieso, is dat een goed idee voor iedereen.","Anyway, that's a good idea for everyone.",surprise
"00:38:54,760","00:38:59,720","Ik zal daarom bepalen dat het Tony met onmiddellijke ingang wordt verboden,","I shall therefore rule that the Tony be prohibited with immediate effect,",neutral
"00:38:59,720","00:39:03,720",contact te zoeken of te hebben met Oogha en haar familie.,Find or have contact with Oogha and her family.,surprise
"00:39:03,760","00:39:09,720","In woord en of gebouw of op welke manier dan ook, dan wel zich overhaar te beklagen","In word and building or in any way, or to complain about her.",happiness
"00:39:09,760","00:39:15,720",of op welke andere manier dan ook de confrontatie aan te gaan met laatst genoemden.,or in any other way to confront the latter.,anger
"00:39:15,760","00:39:22,720","En wie zich niet aan de uitspraak houdt, verburet een boete aan de tegenpartij van 100 euro per overtreeding","And if you fail to comply with the ruling, fine the",neutral
"00:39:22,760","00:39:26,720",en het kan oplopen tot 10.000 euro. Niet doen dus.,"And it can rise to 10,000 euros.",neutral
"00:39:26,720","00:39:30,720","Het over een weer meer of anders gevoerd worden, dat wordt afgewezen.","It's about being fed a weather more or another, which is denied.",happiness
"00:39:30,760","00:39:33,720","Dit is mijn beslissing, de zaakers afgedaan. Dank u wel.","This is my decision, done with the businessmen.",neutral
"00:39:33,760","00:39:35,720",APPLAUS.,"Oh, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah.......................................................................................................................................................................................................................................................................................................................................................................................................",surprise
"00:39:41,720","00:39:43,720","Oogha, vanartig gevaliciteerd.","Oogha, darling.",neutral
"00:39:43,760","00:39:46,720",Ik hoef niet te vragen hoe blij je bent.,I don't have to ask how happy you are.,neutral
"00:39:46,760","00:39:48,720",Dat hoef je me niet te vragen.,You don't have to ask me that.,neutral
"00:39:48,760","00:39:50,720",Ik ben zo gelukkig.,I'm so happy.,surprise
"00:39:50,760","00:39:53,720","Als het goed is, komt er nu rust. Kijk je dan naar uit.","If it's okay, there'll be peace now, so look forward to it.",neutral
"00:39:53,720","00:39:56,720",Eén orm. Eén orm. Ja.,"One orm, one orm.",neutral
"00:39:56,760","00:40:01,720","Ga ik naar deze kant. Tony, wat vindt u van de uitspraak?","Tony, what do you think of the verdict?",neutral
"00:40:01,760","00:40:06,720","Ik ben het er niet mee eens, want het is niet kort stondig pakkeeren.","I disagree, because it's not short-lived.",happiness
"00:40:06,760","00:40:10,720","Nee, misschien is dat een mooi punt voor de volgende vergadering van de VVE.","No, maybe that's a good point for the next meeting of the CCE.",surprise
"00:40:10,760","00:40:14,720",Die kijkbaar die staten dagen al onafgebroken gepakkeerd.,Those viewable states have been unbroken for days.,happiness
"00:40:14,760","00:40:18,720","Je wilde dat de regels werden toegepast, geloof me.","You wanted the rules to be applied, trust me.",happiness
"00:40:18,760","00:40:21,720",Dat heeft meest een vissige gedaan. Dit zijn de regels.,That's mostly been done by a fisherman.,happiness
"00:40:21,720","00:40:25,720","Ja, dan ben ik in bestuurkroep als ze weer van noodig had.","Yeah, well, I'll be on board call when she's got a needy again.",fear
"00:40:25,760","00:40:29,720","Als je me even de tijd geeft om even af te sluiten, kun je daarna verder praten.","If you'll just give me a minute to close up, then you can continue talking after.",neutral
"00:40:29,760","00:40:33,720",Ik wil u allemaal bedanken voor uw komst en nog een fijne avond rindt.,I want to thank you all for coming and having a lovely evening.,surprise
"00:40:33,760","00:40:36,720","Gevel, dank je wel.","Façade, thank you.",surprise
"00:40:36,760","00:40:37,720","Tony, dank je wel.","Tony, thank you.",surprise
"00:40:37,760","00:40:40,720",En hou je als je liefde aan de uitspraak.,And stick to your love for the verdict.,surprise
"00:40:40,760","00:40:42,720","Nou, is het vissen? Ja.","Well, is it fishing?",neutral
"00:40:42,760","00:40:44,720",Het zit er weer op. Sikker.,"It's over again, Sigger.",neutral
"00:40:44,760","00:40:48,720","Het is toch heel fijn, zo'n regelijke uitspraak, maar denk je dat het nooit is.","I mean, it's nice, it's kind of a rule thing, but you don't think it's ever gonna happen.",happiness
"00:40:48,760","00:40:51,680",Eigenlijk hebben ze gewoon een schop onder de komt nodig.,"Actually, they just need a kick in the head.",neutral
"00:40:51,720","00:40:55,720","Dat denk ik wel, maar dat is voorrechtens grens over schrijven het goeddag.","I think so, but that's privilege's limit on writing it good day.",neutral
"00:40:55,760","00:40:57,720",Dus dat mag je alleen denken en niet doen.,So you can only think and not do that.,neutral
"00:40:57,760","00:41:03,720","Nee, zit hier naar thuis te kijken en vindt u ook dat uw buurig gewoon een enormes schop onder de komt nodig hebben.","No, sit here watching this and you also think your neighbors just need a huge kick in the head.",neutral
"00:41:03,760","00:41:07,720","Wacht aan die lange, meel of bellons komen we met heel veel plezier naar u toe.","Wait for those tall, flour or Bellons, we will come to you with great pleasure.",surprise
"00:41:07,760","00:41:09,720","Ja, nou ja. We lossen het op.","Yeah, well, we'll fix it.",neutral
"00:41:09,760","00:41:10,720",Zo is dat.,That's right.,neutral
"00:41:10,760","00:41:14,720",Benankt voor het kijken weer. Nog een fijne avond tot volgende week.,Benankt for the weather. Have a nice evening until next week.,surprise
"00:41:14,760","00:41:16,760",Ja. Was daar een pakkeert trouwens?,"Yeah, was there a package there, by the way?",neutral
"00:41:16,800","00:41:20,720","Nou, het was een ruimte. Ik heb een pakkeervond gezet, maar dat is...","Well, it was a space.",fear
"00:41:20,720","00:41:23,720","Nee, nee, dat mag niet uit, want er wordt hier niet gehandaft.","No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no...........................................................................................................................................................................................................................................................................................................................................................................",happiness
"00:41:23,760","00:41:25,760","Ik heb een bood, nee.","I got a bid, no.",fear
"00:41:25,800","00:41:27,800","Nee, wacht, wacht, hey, meere, meere.","No, wait, wait, hey, more, more.",neutral
"00:41:27,840","00:41:29,800",We staan aan het kapte hier.,We're at the captain's command here.,neutral
